"id","commision","net_sales"
13056,0,81
47016,0,15
32265,0,42
41820,7.7,22
57702,6,15
24768,23.76,39.6
13307,0,27
15185,0,20
4887,0,20
385,9.1,26
24726,3.33,11.88
10722,6,15
48081,0,39
62427,27.55,59.4
43853,6.3,25.2
10071,0,42
56057,11.02,29
15765,23.76,39.6
41531,0,80
49777,0,0
36568,19.25,77
54778,27.55,69.3
45791,0,10
43122,0,26
1711,0,80
3117,0,10
13993,0,38
12299,0,20
12880,0,25
55034,0,44
39382,0,80
12734,0,43
39129,0,10
52517,0,15
22281,0,80
52269,0,31
55395,27.55,94.75
55445,0,43
22163,27.55,79.2
22076,0,12
24608,0,21
35330,0,10
8272,0,20
39275,6.25,25
25525,0,45
37675,0,66
33376,9.1,26
12749,0,20
54994,27.55,94.75
18140,27.55,0
41371,0,21
46834,0,16
8946,27.55,59.4
4637,0,10
57720,10.5,30
8153,0,20
27876,9.1,0
30347,0,69
33287,0,20
36657,0,58
61018,0.24,0.84
29320,0,47
35814,6,15
23946,3.74,14.95
17187,0,80
18846,0,40
1365,15.6,39
19459,9.2,23
30518,27.55,59.4
17421,0,11
59300,0,64
6239,0,25
37330,3.75,15
57306,7.7,22
14311,0,41
41487,0,78
42934,0,30
58988,27.55,0
47818,11.88,19.8
11708,0,38
52863,0,20
60280,27.55,94.75
62746,0.32,1.16
35734,0,26
10754,27.55,59.4
24228,0,32
12803,0,22
27422,0,33
19397,0,66
28380,0,64
60898,27.55,94.75
20339,3.74,14.95
21891,0,20
17156,0,13
17804,0,36
21358,0,45
16028,0,20
50245,0,38
51239,0,17
44337,0,15
61597,20.48,31.5
12746,0,20
24937,12.95,37
55015,11.88,19.8
10282,0,15
40178,0,72
7314,0,20
45141,27.55,94.75
39279,17.82,29.7
26140,0,32
12005,0,18
6849,2.22,7.92
42889,0,44
2709,6.3,18
47475,0,25
47531,0,26
36083,8.96,25.59
60812,0,24
936,5.06,20.25
10546,27.55,75
1764,20.3,58
51117,10.5,30
41550,0,11
52603,10,40
38399,0,44
21520,0,24
39376,0,16
22955,0,20
37992,0,26
7553,0,20
32556,0,18
57781,27.55,49.5
59866,17.82,29.7
58670,0,36
58942,10.5,30
15975,17.82,29.7
14559,14,40
13615,0,94.75
24925,1.63,5.8
59382,27.55,94.75
59625,0,10
25776,0,80
29833,3.38,13.5
40818,0,27
31705,0,67
36748,2.88,11.5
27248,0,20
42392,7.38,29.5
22082,0,19
17492,12.4,31
7112,23.76,39.6
7995,0,21
7666,27.55,94.75
10057,0,13
24522,9.1,26
23726,0,28
24438,0,94.75
34962,0,57
62132,27.55,94.75
59216,0,30
22352,17.82,29.7
8242,0,39
269,27.55,49.5
47133,10.5,30
38474,3.38,13.5
53320,12.95,37
39948,0,94.75
32231,17.82,29.7
47726,0,13
18588,27.55,69.3
62880,0,20
53280,0,10
14198,0,20
44306,0,24
25757,0,30
46661,0,18
25924,0,20
47593,27.55,94.75
1390,9.57,29
544,0,40
20294,2.87,10.22
39940,0,77
45111,9.57,29
28404,0,23
61198,0.97,3.47
61600,27.55,43.5
50812,0,20
40057,6.75,27
34229,0,34
15996,0,21
3803,0,24
17324,5.94,0
42367,4,16
15517,27.55,69.3
22012,0,71
47083,24.8,62
22362,0,22
43634,0,20
15371,0,31
9600,0,30
54713,7.7,22
25244,0,13
10411,27.55,49.5
39867,11.55,33
59663,4,16
55150,0,32
34801,0,22
9839,0,10
17031,16.7,0
29102,0,43
31341,0.21,0.74
33709,0,15
51343,27.55,94.75
57800,0,20
27321,0,52
11813,0,57
62836,23.76,39.6
53141,7.38,29.5
45164,11.88,19.8
38706,0,20
55051,0,80
45275,0,27
48088,0,26
59668,18,72
41705,0,94
24299,0,10
36760,2.88,11.5
28758,27.55,94.75
16017,0,22
28183,0,16
37507,0,94.75
3128,0,10
57551,11.7,46.8
37945,17.82,29.7
42420,0,27
32309,0,30
33352,0,20
44783,27.55,0
26942,23.76,39.6
12581,0,15
40673,0,20
13951,11.88,19.8
49294,0,10
43173,0,20
60187,0,14
41106,0,20
60704,0,22
52705,0,24
37441,5.79,20.64
57679,0,10
31641,12.09,34.53
25381,0,29
55329,3.46,12.35
2775,0,48
49736,27.55,94.75
29708,0,40
58977,27.55,94.75
56905,0,28
10941,6.96,19.88
1918,12.4,31
20770,4.88,19.5
15422,0,11
40894,9.57,29
15306,27.55,49.5
52754,0,20
55100,0,43
19523,0,94.75
49270,0,16
26761,0,20
8508,9.1,26
51109,7.7,22
24886,0,13
52082,10.5,30
25576,0,11
57909,9.57,29
48103,0,10
8124,5.94,0
15001,0,20
9824,0,17
22089,0,25
44484,0,20
55631,0,20
25788,0,10
50485,27.55,93
17925,0,28
52230,0,23
27738,1.7,4.87
40054,27.55,94.75
10158,9.1,26
32133,0,27
47590,22,88
39694,4,16
27776,17.82,29.7
53641,0,34
42730,0,14
36145,27.55,94.75
33237,12.38,49.5
13202,8.5,34
5678,0,11
52368,6.3,18
48171,7.7,22
41934,0,10
45546,10,40
24218,0,20
42576,15.75,45
57108,0,20
24516,6,15
40540,6.3,18
60004,10.5,30
36464,0,25
9655,6.3,18
23316,27.55,0
32778,0,37
36591,3.75,15
55992,0,24
18163,0,54
5713,0,16
18270,0,42
1663,0,29
33142,0,16
52903,0,10
21369,0,43
57572,23.76,39.6
33212,5.88,23.5
54365,11.88,19.8
22497,27.55,0
55640,0,34
60093,17.82,0
26564,27.55,79.2
18386,0,31
1272,0,87
18587,27.55,0
31467,0,94.75
63073,0,20
57200,23.76,39.6
34712,6,15
24935,6.3,18
4782,27.55,69.3
10153,12.25,35
61088,0,86
15262,0,14
29387,1.66,5.92
38105,3.38,13.5
48995,23.76,39.6
16680,0,20
5275,27.55,78
49103,0,12
46983,0,21
56808,27.55,44
48358,0,26
33104,0,0
36006,0,20
28961,11.88,19.8
7448,11.55,33
40342,0,19
59340,6.3,18
43323,0,20
39785,0,27
44084,5.94,9.9
62505,0,46
51261,0,15
30141,2.89,8.26
3970,0,20
29197,12.25,35
43792,0,80
6383,9.1,26
52601,5,20
27688,0,80
17215,0,10
57395,0,86
38520,0,20
55027,0,35
35600,0,44
7147,0,30
44109,0,45
49663,0,10
57725,10.5,30
2789,0,25
27874,12.95,37
21061,0,15
18141,27.55,94.75
30356,0,20
33093,0,89
28953,27.55,0
29906,0,24
4125,0,46
30923,0,94.75
45543,4.8,19.2
46492,8.38,33.5
1840,0,94.75
61509,0,31
30245,0,80
10287,0,14
52512,0,17
58134,0,24
26649,0,10
31386,27.55,69.3
33985,10.38,41.5
55881,19.6,56
33101,0,20
9188,0,11
57059,0,53
54374,17.82,29.7
2952,0,47
34925,8.38,33.5
3061,23.76,39.6
20514,0,11
55462,0,16
35635,12.25,35
55962,27.55,49.5
41282,0,35
23984,27.55,59.4
34889,6.75,0
17302,6.01,24.05
7025,0,36
59602,0,80
55667,0,20
51366,0,94.75
5483,0,20
32759,0,62
46803,0,47
51603,3.14,11.19
28771,12.25,49
22842,0.59,2.12
52475,0,20
25732,0,20
47797,27.55,94.75
19676,27.55,94.75
24268,0,46
16722,0,39
2315,0,10
15776,17.82,29.7
37948,27.55,94.75
45937,0,10
56130,27.55,94.75
26382,27.55,49.5
32830,10.5,30
18424,0,20
58665,0,21
63046,0,74
28224,0,19
21156,27.55,87
59151,5.25,21
16579,6.38,25.5
57877,0,20
5782,9.57,29
43236,11.88,0
36797,27.55,59.4
61119,0,10
33232,10.38,41.5
15768,11.88,0
6759,0,33
44197,6,0
54332,4,16
9058,0,80
4883,0,19
62071,0,13
33193,2.88,11.5
1299,0,42
47413,27.55,94.75
32483,1.53,5.47
33797,4.63,18.5
42845,27.55,49.5
41719,0,10
43821,11.02,29
57782,27.55,49.5
55363,13.25,53
53520,0,94.75
10122,0,12
3270,0,10
15627,0,80
46762,17.82,29.7
30886,27.55,69.3
63241,27.55,79.2
56238,0,22
5622,0,20
13229,5.94,0
51486,7.38,29.5
54359,27.55,94.75
27586,4.39,17.55
53507,0,43
37284,20.3,58
25615,0,20
61259,27.55,94.75
7066,7.7,22
58476,0,10
8818,0,31
6230,27.55,69.3
41969,12.95,37
17584,0,42
34501,0,10
49288,0,10
40233,5.63,22.5
23918,0.22,0.77
19380,11.88,19.8
12993,5.94,9.9
6798,0,10
20960,23.76,39.6
10781,27.55,94.75
16332,14,40
32328,0,28
25505,0,21
58253,17.82,29.7
61113,0,20
39057,0,48
27866,12.4,31
10290,0,0
6407,27.55,59.4
44544,0,10
10774,27.55,94.75
3271,0,10
8481,12.4,31
1319,0,24
23630,0,38
19622,0,20
44138,0,10
27392,0,10
52690,0,37
23289,9.1,26
22038,0,59
24946,7.7,22
30883,27.55,69.3
7295,0,20
26397,27.55,69.3
44557,0,20
34398,17.82,0
14550,6,15
57045,0,30
6101,0,70
152,0,20
21505,0,94.75
31183,27.55,94.75
7091,8.63,34.5
58407,23.76,39.6
1690,0,56
29166,0,15
33551,9.1,26
36819,0,22
6119,0,54
5292,9.1,26
19585,0,30
22985,0,10
49366,6.3,18
4561,17.82,29.7
47738,12.4,31
57671,0,10
14580,9.57,29
26853,0,20
24294,0,68
34576,6.3,18
45746,0,24
27354,0,44
22534,0,20
35273,27.55,49.5
25688,27.55,94.75
34116,0,13
29941,0,43
33429,6.25,25
37065,0,10
3854,0,10
57290,15.6,39
62070,0,14
1313,0,10
61168,0,33
51267,0,16
56856,6.75,27
8373,0,33
27059,12.4,31
35639,12.6,36
60140,0,11
21941,9.57,29
25474,17.82,0
60088,5.94,0
60815,0,73
40728,0,20
328,0,29
48795,9.1,26
11293,0,20
44445,27.55,94.75
35200,12.25,35
53307,10.5,30
35294,0,38
51593,0,38
61085,0,33
34795,0,20
46899,10.5,30
23505,0,26
23252,0,38
17309,27.55,94.75
14094,0,0
60338,0,68
20875,0,12
38187,0,10
53459,0,41
21739,5.94,9.9
4007,0,10
41463,11.88,19.8
25498,27.55,69.3
32860,11.75,47
44765,27.55,49.5
2108,0,55
14107,0,66
43381,27.55,94.75
5018,0,10
5112,0,26
18212,0,20
53886,0,39
55236,0,94.75
6181,9.1,26
7290,0,38
20397,0,20
13690,0,19
48789,7.7,22
31707,0,21
5250,0,10
28351,27.55,59.4
61618,6.3,18
18558,7.47,29.9
56939,0,10
20213,0,25
46992,0,94.75
22199,0,32
53494,0,0
16900,0,13
40146,0,10
63030,0,34
20034,0,61
30814,0,76
54643,0,10
62503,0,45
11083,0,10
53562,27.55,94.75
27580,7.7,22
17581,27.55,49.5
58886,0,12
24280,0,23
41977,7.7,22
60781,27.55,94.75
9271,27.55,49.5
10637,0,0
32452,0,27
21467,23.76,39.6
18443,0,80
18779,6.3,18
44531,0,73
33306,0,80
44085,5.94,9.9
11149,0,20
33666,0,93
5005,0,72
42140,0,20
14412,0,31
485,0,21
8223,0,10
34280,0,10
52791,27.55,94.75
8825,0,31
34197,10.38,41.5
58177,15.75,45
53907,0,20
4400,6.3,18
2661,0,80
22037,0,60
26380,11.88,19.8
21409,4.67,16.65
8985,0,20
4102,0,21
29186,0,20
32587,6,15
30365,0,55
17720,6,15
50064,4.8,19.2
25658,27.55,94.75
29889,0,22
44959,27.55,69.3
8671,0,20
55793,0,20
48625,6.75,27
22461,10.5,30
20532,9.1,26
41649,11.88,19.8
23676,0,57
31228,11.88,19.8
41169,0,10
17294,5.53,22.1
2204,6.3,18
35112,0,56
24163,6.01,24.05
3697,0,10
5371,0,11
30585,0,45
61028,9.1,26
60925,0,20
21792,0,81
4551,8.78,35.1
40237,12.13,48.5
49468,0,37
52521,0,16
43424,0,73
28737,4.5,18
57714,9.1,26
25141,17.39,69.55
56089,4,16
40016,0,25
59563,27.55,49.5
6327,0,10
47352,0.11,0.39
46660,0,17
56353,0,20
25183,0,20
30857,2.88,11.5
23790,27.55,94.75
19875,5.53,22.1
39732,5.94,0
60841,0,10
53051,0,38
57349,25.88,94.75
54081,0,85
31615,0,20
35350,0,60
51483,15.5,62
38898,0,10
14865,0,20
24725,6,15
10367,10.5,30
57761,27.55,94.75
12340,0,20
12967,13.31,53.25
57561,11.88,19.8
15100,9.1,26
1657,0,94.75
23992,17.82,29.7
61417,13.25,53
13612,0,20
45004,0,20
51388,0,23
897,0,41
39826,0,94.75
27556,27.55,86
57343,7.38,29.5
29024,0,16
57033,27.55,69.3
20088,27.55,83
6389,10.15,29
8329,27.55,94.75
39164,0,94.75
41565,0,31
53083,0,20
43815,0,20
13429,12.56,50.25
40381,4,16
29435,10.38,41.5
22166,11.88,19.8
32420,17.82,29.7
24675,0,18
1506,0,0
20469,0,21
6330,0,10
55796,0,29
6908,0,83
56362,0,65
3519,0,44
2013,0,25
1269,0,20
40934,27.55,69.3
10671,0,10
54491,27.55,94.75
44322,0,38
19180,7.7,22
19259,0,80
17225,0,10
487,0,27
11612,0,22
33537,3.28,11.7
26645,0,10
46195,0,10
33791,3.38,13.5
29981,9.1,26
55975,0,94.75
60894,27.55,0
32025,3.38,13.5
42046,7.38,29.5
47123,10.5,30
45695,12.25,35
5708,0,80
57543,6.63,26.5
34095,0,10
51790,0,29
17403,0,17
11099,0,15
6660,0,10
14065,0,25
25181,0,27
16698,0,23
24016,0,20
19886,27.55,94.75
11335,0,16
27677,0,10
45384,0,26
11972,0,54
43385,27.55,94.75
62949,10.5,30
55707,12.95,37
28824,0,23
11029,0,42
52053,10.5,30
22801,0,10
6207,4.39,17.55
57548,11.25,45
36166,0,21
43386,27.55,94.75
50706,9.1,0
9957,23.76,39.6
302,0,20
20131,0,36
58092,0,45
9318,0,22
35899,17.82,29.7
21730,27.55,49.5
56784,0,34
31056,5.94,9.9
27106,27.55,49.5
3121,0,10
52021,10.5,30
14904,0,13
56236,0,20
48156,0,20
12621,0,76
10883,0,76
33346,0,20
59608,0,16
3991,0,38
60969,0,75
24668,0,42
16009,0,30
19188,27.55,87
45574,27.55,94.75
7754,0,10
56982,5,20
4068,27.55,94.75
17810,0,47
21099,0,10
59108,24,60
14700,0,10
43957,0,10
2985,0,26
30128,12.25,35
55968,0,28
39904,27.55,94.75
55655,0,12
59908,0,20
34727,7.7,22
23940,9.97,28.5
2824,0,43
45092,6.3,18
6278,0,94.75
40361,27.55,94.75
49202,27.55,79.2
2962,0,10
33361,6,15
42259,0,27
2039,0,10
10054,0,19
24355,6.3,18
6279,0,20
23679,0,11
12895,0,10
57832,0,10
37852,0,10
47745,6,15
40762,15,60
3464,0,0
31094,0,20
26073,27.55,69.3
25131,12.25,35
5643,0,94.75
20412,0,20
13891,0,40
61192,27.55,67
10403,23.76,39.6
37887,18.85,29
22139,9.1,26
24426,0,51
14634,0,20
60111,0,35
15715,0.05,0.19
18001,0,21
15931,7.7,22
12303,0,49
58469,0,21
21908,16.8,42
29501,0,52
47454,0,20
17898,0,44
31734,0,10
38248,12.25,35
51638,6.3,25.2
14379,27.55,89.1
22785,0,40
51938,0,21
29827,7.38,29.5
15454,0,23
59246,0,31
37520,0,20
46861,0,0
18832,0,22
12607,0,13
6274,0,20
46618,0,10
50384,0,22
17894,0,18
8028,0,28
50273,0,13
28212,0,80
41547,0,22
5666,0,20
42804,9.1,26
61332,0,30
27379,0,10
61438,5.25,21
18437,0,22
56960,27.55,78
55106,27.55,94.75
13840,0,36
33523,0,10
35013,0,10
6108,0,10
60001,12.6,36
18982,9.2,23
26219,17.82,29.7
36290,6.25,25
38406,0,10
59744,0,37
24309,0,33
39284,17.82,0
15512,8.81,35.25
31911,0,26
54520,15.5,62
15166,0,30
14885,0,80
62435,0,26
24484,0,29
24166,27.55,94.75
55002,27.55,94.75
26866,6,15
240,4.39,17.55
8478,0,50
15820,0,20
44565,24.8,62
57567,11.88,19.8
54231,0,28
60220,7.7,0
29308,0,30
47025,0,10
25672,27.55,94.75
13522,0,11
38713,0,13
41979,12.25,35
25943,0,94.75
62802,6.63,26.5
57809,0,94.75
32606,4.63,18.5
60206,0.45,1.61
61755,0,80
22168,17.82,0
1485,0,20
10999,0,94.75
1992,0,20
23857,0,20
22160,27.55,94.75
38050,0,12
54419,0,29
19918,0,20
48900,0,10
1804,0,28
52281,0,22
7239,6.3,18
17116,0,56
44691,0,13
15394,0,20
47220,4,16
20983,0,20
9344,0,94.75
56547,0,30
58383,27.55,94.75
38514,5.94,9.9
11856,0,0
56300,27.55,94.75
29072,4.25,17
31975,7.7,22
54534,23.76,39.6
62486,0,59
20021,0,30
10278,0,10
49649,0,20
19480,5.53,22.1
44123,0,21
12503,0,24
11695,0,20
61619,9.1,26
24442,0,20
6602,0,20
23894,0,80
32215,10.38,41.5
35408,0,86
44805,0,43
27526,0,64
16045,0,12
61473,27.55,94.75
41746,0,10
45247,0,63
40521,16.9,26
62648,0,56
38240,9.2,23
45436,0,23
48116,0,17
47596,27.55,49.5
26976,0,67
56894,27.55,0
5306,7.7,22
4236,0,80
18277,0,27
37129,13.63,54.5
9168,0,26
7134,0,94.75
1594,5.94,9.9
24147,15.75,45
44185,0,20
18749,0,20
55882,7.7,22
17398,0,34
23784,17.71,70.85
53190,0,51
11165,7.7,22
27369,0,80
28761,10.89,43.55
4112,0,14
58045,23.76,39.6
15731,6.3,18
12127,0,94.75
52492,0,0
13673,0,10
19938,0,29
30189,0,41
45718,27.55,94.75
46287,14.25,57
10716,0,21
38834,5.94,9.9
7079,14,40
49937,27.55,69.3
62610,5.94,9.9
61351,0,13
40236,9.75,39
28765,4.63,18.5
49607,17.82,29.7
50376,11.88,19.8
38793,8.38,33.5
8461,0,34
59560,27.55,89.1
41057,5.63,22.5
26625,0,13
63235,17.82,29.7
17887,0,80
6616,0,20
2922,0,20
20881,0,51
32484,9.1,26
27705,0,57
39172,7.7,22
22387,0,22
56011,0,52
10885,0,10
36675,0,11
48242,11.88,19.8
7793,6.3,18
4143,0,21
12206,0,80
57187,11.88,19.8
41236,15,60
8393,0,20
33875,0,11
45480,0,12
29508,0,20
51087,12.4,31
37173,0,20
58097,0,10
33995,27.55,94.75
11990,0,24
21580,0,58
58743,12.25,35
18940,0,28
30882,27.55,49.5
49953,0,50
17184,0,80
39497,4.63,18.5
26832,0,17
17566,11.88,0
60677,0,94.75
30535,17.82,29.7
20225,0,25
301,0,20
42314,0,10
10503,0,10
56280,6,24
45397,0,20
48521,0,23
61398,7.7,22
28674,0,28
24275,0,10
26474,0,45
34743,7.38,29.5
36024,27.55,94.75
23644,0,22
54,0,30
3978,0,10
36968,27.55,94.75
18664,0,20
4250,0,67
3329,0,27
60915,23.76,39.6
15027,0,14
52668,0,88
8460,0,10
13097,0,40
13594,27.55,89.1
24156,9.59,38.35
30271,7.7,22
57336,9.75,39
7906,0,21
54913,27.55,94.75
1556,14,40
27811,0,78
49620,0,49
38550,0,20
40961,0,29
758,6.3,18
11322,0,20
10912,0,20
52683,0,45
42941,0,10
943,27.55,49.5
22904,27.55,69.3
16056,0,10
29780,0,20
1704,0,19
47997,5,20
57214,0,29
52709,0,17
6377,7.7,22
21109,0,10
42425,0,20
6252,0,32
18055,0,39
24715,0,20
18927,0,14
11575,0,13
51364,0,25
32461,0,11
61929,0,10
52391,11.88,47.5
33371,10.5,30
33024,3.38,13.5
43458,0,20
30307,27.55,49.5
34114,0,25
32835,17.85,51
62212,7.7,22
25188,0,21
9997,0,40
26294,0,10
58915,0,20
28287,27.55,83
1012,0,10
39763,0,20
13121,0,19
13881,0,13
20876,0,13
59128,22.05,63
58603,27.55,69.3
19775,0,10
49015,27.55,49.5
36902,6,15
17904,0,47
34160,10.5,30
49222,27.55,89.1
48741,0,31
25337,0,94.75
39623,14.44,38
20252,0,28
7261,25.2,94.75
26922,27.55,94.75
12010,0,66
51914,0,47
35346,0,35
25491,27.55,49.5
56016,0,19
664,0,62
31681,27.55,0
21548,0,94.75
51646,10.05,40.2
54013,22,88
16148,7.5,30
16306,0,22
44983,0,51
36586,3.75,15
35379,0,20
50024,0,11
18281,0,20
38234,6,15
11678,27.55,59.4
21854,0,11
53613,17.82,29.7
44789,27.55,0
54368,27.55,94.75
2734,23.76,39.6
37076,9.2,23
34718,1.66,5.92
10840,0,10
31091,0,29
13021,0,59
9571,0,20
15625,0,17
11838,0,80
43057,8.13,32.5
39058,0,30
6996,0,10
9721,0,39
14716,0,10
51517,11.88,19.8
48740,0,19
54895,0,20
15377,0,21
13743,17.82,0
39096,0,80
1203,7.7,22
4378,0,45
20708,0,63
21406,6,15
46750,5.63,22.5
39432,12.25,35
19287,0,15
38472,4.25,17
53311,6.3,18
8681,12.4,31
62494,0,10
21111,0,34
7437,12.4,31
32866,4.63,18.5
10456,0,51
18802,11.88,19.8
4355,0,18
22405,0,10
2899,14.46,57.85
53570,4,16
57073,0,10
5976,27.55,94.75
31598,0,17
579,9.1,26
45359,27.55,49.5
24619,0,25
19197,27.55,94.75
59789,0,15
15623,0,61
56144,27.55,69.3
38696,0,94.75
13837,0,10
39185,6.3,18
40543,14,40
43371,4,16
401,9.57,29
62697,0,0
33665,0,20
6431,0,20
60317,0,25
52832,27.55,94.75
37577,9.57,29
27143,0,94.75
24555,27.55,94.75
360,0,28
35936,0,53
26594,0,72
19861,7.7,22
26996,0,29
58114,0,10
58020,15,60
28330,27.55,94.75
16817,27.55,69.3
1053,11.55,33
34463,0,33
4695,15.6,39
46225,0,20
53264,0,29
61622,12.25,35
19884,27.55,94.75
56538,27.55,94.75
46541,27.55,79.2
59351,4,16
54986,14.13,56.5
57020,27.55,0
44107,0,37
60051,18,72
17069,17.82,29.7
61984,11.88,19.8
52198,27.55,94.75
22935,0,20
50911,0.23,0.83
6923,0,48
38277,2.88,11.5
43051,15,60
6368,0,45
51526,0,21
13484,0,74
27213,0,16
45568,7.38,29.5
20868,0,80
20043,0,20
15150,27.55,94.75
15714,2.47,8.81
22613,7.7,22
37799,0,24
60702,0,10
50846,0,44
13396,6,15
13477,0,20
31807,3.38,13.5
4225,0,11
19098,0,29
47057,0,13
55191,27.55,94.75
1068,17.82,29.7
26261,0,20
32259,0,61
18738,0,30
35070,4.5,18
19262,0,14
23650,0,10
14205,0,94.75
15872,0,10
59869,27.55,0
47598,5.94,9.9
32305,0,27
31908,0,35
47047,0,10
21911,6,15
7737,0,13
891,0,59
29678,27.55,94.75
44508,0,11
12181,0,28
49433,27.55,59.4
20039,0,94.75
63246,0,86
49112,0,41
11114,0,10
35431,4.5,18
61753,0,13
48008,20.38,81.5
45707,9.75,39
25036,0,23
30612,0,29
50098,17.82,29.7
4422,27.55,69.3
34089,0,15
2832,0,15
11818,0,11
29477,0,20
49547,27.55,94.75
62837,17.82,29.7
60984,0,11
25642,9.1,26
10785,0,28
20379,0,27
49976,0,63
1107,0,51
3448,17.82,0
41573,0,20
2860,18.62,49
33980,13.63,54.5
57537,4,16
61842,4,16
54619,0,41
5920,0,0
28877,27.55,72
59729,0,50
31158,12.4,31
38448,12.25,35
9120,0,20
22697,27.55,94.75
29564,0,21
23484,0,27
15143,23.76,39.6
17920,0,10
13595,17.82,0
10718,0,20
34543,1.22,4.37
54508,4,16
28253,0,32
21070,0,34
12704,24.5,94.75
1891,0,23
18957,0,30
56544,5.94,9.9
21651,0,20
51822,6.3,18
42143,0,88
31970,0,20
34414,0,20
50449,0,19
4229,0,80
61134,0,26
9215,0,10
49238,0,25
44040,8.49,24.26
34330,20,50
10121,0,10
60921,0,88
55255,0,10
3915,23.45,67
32727,23.76,39.6
61838,4.8,19.2
48370,0,51
15696,0,20
2244,27.55,49.5
21478,27.55,0
17681,0,15
50156,0,80
26188,7.7,22
28632,0,38
22456,7.7,22
33513,0,56
56473,0,0
51021,0,94.75
1884,0,17
62280,0,38
271,17.82,29.7
49883,7.7,22
35841,7.7,22
272,0,20
24734,7.7,22
11623,1.25,4.44
2090,11.88,19.8
49393,4,16
57498,6.3,18
26089,0,26
40873,6,15
13298,0,29
52504,0,24
34179,4.25,17
36835,0,94.75
26845,0,10
23624,0,0
44742,5.25,21
28618,0,20
45469,0,14
740,4.02,14.35
62810,4.63,18.5
43254,0,20
12995,17.82,29.7
5523,0,10
56592,0,24
47956,24.15,69
53935,7.7,22
58778,7.25,29
15561,0,20
31762,0,10
50608,0,22
60226,20.3,58
24890,0,10
23395,0,0
43516,23.76,0
24010,0,20
16200,0,38
25504,0,20
51197,0,20
8633,0,13
62323,0,35
5075,0,12
28438,0,15
19643,17.85,51
38852,0,20
556,0,55
46395,0,16
13553,24,60
50025,0,20
30990,0,62
25044,0,20
51802,9.2,23
1895,0,13
15830,0,94.75
11645,9.1,26
25963,0,18
44711,16.8,42
62833,27.55,0
3102,0,94.75
21745,23.76,39.6
39702,10.38,41.5
62060,0,10
61674,27.55,94.75
19368,27.55,94.75
23870,0,10
62658,0,19
48626,6.63,26.5
61173,0,41
23251,0,35
34720,0,94.75
5650,0,20
21439,27.55,94.75
34274,0,16
14647,0,94.75
17176,0,10
19160,0,20
46841,0,10
33957,2.88,11.5
4361,0,13
28810,0,37
10645,0,20
33196,15.5,62
1075,17.82,29.7
10434,0,35
11040,0,47
13337,0,10
10022,0,23
50525,4.8,19.2
57223,0,42
61870,27.55,94.75
4905,6,15
13203,20.06,80.25
36215,0,45
29783,0,20
12199,0,12
25208,0,44
23110,27.55,94.75
6502,0,51
4602,0,35
58713,0,20
32257,0,58
24009,0,20
53283,0,36
58902,0,20
29026,0,20
7651,7.7,22
10989,0,85
17740,6.3,18
10468,0,25
50641,0,30
41088,17.82,29.7
10378,9.1,26
4066,7.35,29.4
36790,23.76,39.6
45960,0,20
1151,0,23
42290,0,17
61513,0,63
61807,27.55,60.5
29403,7.7,22
31558,0,83
12779,0,94.75
11743,0,31
14177,0,20
54676,27.55,94.75
53567,27.55,85.71
53766,0.81,2.32
7669,11.55,33
47095,0.29,1.03
41377,0,20
6047,0,61
993,0,17
28237,0,29
8207,0,24
25602,0,14
25666,27.55,94.75
26141,0,42
51742,0,15
24610,0,20
43507,27.55,94.75
19233,0,22
1328,0,0
31326,0,20
41915,0,10
42694,0,20
46869,0,10
6707,6.38,25.5
51010,0,91
12119,0,94.75
47041,0,22
3804,0,94.75
37615,27.55,79.2
23861,0,20
14855,0,39
1872,0,61
30765,0,94.75
2937,0,36
30411,0,10
28421,0,14
12078,19.6,56
31776,0,20
687,0,10
52575,6.3,18
231,12.25,35
38255,7.7,22
27766,23.76,39.6
43655,27.55,94.75
56664,9.57,29
21607,0,10
27368,0,42
46342,0,20
43433,0,20
4904,6,15
26131,0,29
42800,7.7,22
25358,0,94.75
58663,0,27
35754,0,20
51576,0,80
34631,0,25
52612,4,16
33946,3.38,13.5
6909,0,44
55740,18,72
36334,0,37
52885,0,10
1052,6.3,18
22132,9.1,26
22809,0,10
11766,0,27
5252,0,39
59213,0,20
59200,27.55,49.5
29199,6.3,18
9308,0,41
55603,0,20
34597,27.55,94.75
56051,0,58
1881,0,34
50371,5.94,9.9
28025,0,10
11914,11.88,19.8
62950,10.5,30
33898,0,39
56076,10.5,30
35863,7.38,29.5
60180,0,13
59884,0,26
29819,15.75,45
25784,0,12
38751,12.4,31
11709,0,29
36147,27.55,79.2
31891,0,94.75
46577,0,39
36062,7.7,22
2927,0,30
40946,0,22
20035,0,22
59764,0,24
49492,0,80
8629,0,26
59772,0,16
18408,0,94.75
31859,27.55,49.5
44428,10,40
11885,12.95,37
28102,6.01,24.05
57454,0,12
55324,4.64,16.54
43642,0.26,0.93
24591,27.55,59.4
15029,0,21
23213,0,16
57602,0,65
46985,0,0
15251,0,80
41991,10.5,30
5019,0,14
54412,0,53
23577,11.88,0
1259,0,94
8729,9.57,29
34341,0,94.75
21826,0,11
33426,3.38,13.5
20107,27.55,94.75
39714,27.55,94.75
14832,0,20
48013,27.55,94.75
45977,7.7,22
4924,7.7,22
26433,0,51
16675,0,10
15648,0,80
17934,0,75
28138,0,80
24974,27.55,94.75
34490,0,17
44358,0,49
50973,27.55,94.75
